Type,Threat/Content Type,Source address,Destination address,Application,Repeat Count,Source Port,Destination Port,IP Protocol,Threat/Content Name,Source Country,Destination Country,thr_category
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,2,58046,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,2,58047,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,58047,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,58044,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,58045,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,2,58045,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,58042,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.65.53,ssh,51,39340,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.14,ssh,92,34102,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.12,ssh,123,42608,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.20,ssh,76,59282,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.39,ssh,77,36108,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.10,ssh,88,38722,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.17.151,ssh,72,57000,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.65.53,ssh,50,39292,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.14,ssh,102,34176,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.12,ssh,133,42668,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.20,ssh,95,59282,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.39,ssh,69,36226,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.10,ssh,63,38722,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.17.151,ssh,75,57240,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.65.53,ssh,58,39292,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.14,ssh,99,34246,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.12,ssh,148,42548,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.20,ssh,86,59536,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.39,ssh,81,36432,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.10,ssh,65,38612,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.17.151,ssh,57,57172,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.65.53,ssh,58,39266,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.14,ssh,88,34304,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.12,ssh,137,42804,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.20,ssh,66,59234,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.39,ssh,89,36432,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.64.10,ssh,90,38612,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,213.91.162.133,222.51.17.151,ssh,80,57172,22,tcp,SSH User Authentication Brute Force Attempt(40015),Bulgaria,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,2,56300,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,2,56300,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,56294,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,1,36424,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,1,47074,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,2,47074,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,1,44946,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,1,44946,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,1,55700,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,1,55700,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,1,38178,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,1,36028,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,1,36028,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,1,46744,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,1,57438,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,37.49.226.212,222.51.64.20,ssh,2,57438,22,tcp,SSH User Authentication Brute Force Attempt(40015),Estonia,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,61257,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,61257,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,61253,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,2,61252,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,198.12.32.123,222.52.163.56,ssh,12,45272,22,tcp,SSH User Authentication Brute Force Attempt(40015),Argentina,United States,brute-force
THREAT,vulnerability,198.12.32.123,222.52.163.45,ssh,27,34922,22,tcp,SSH User Authentication Brute Force Attempt(40015),Argentina,United States,brute-force
THREAT,vulnerability,198.12.32.123,222.52.163.44,ssh,40,40150,22,tcp,SSH User Authentication Brute Force Attempt(40015),Argentina,United States,brute-force
THREAT,vulnerability,198.12.32.123,222.52.163.56,ssh,12,45254,22,tcp,SSH User Authentication Brute Force Attempt(40015),Argentina,United States,brute-force
THREAT,vulnerability,198.12.32.123,222.52.163.45,ssh,33,34964,22,tcp,SSH User Authentication Brute Force Attempt(40015),Argentina,United States,brute-force
THREAT,vulnerability,198.12.32.123,222.52.163.44,ssh,15,40308,22,tcp,SSH User Authentication Brute Force Attempt(40015),Argentina,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,60746,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,60746,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,2,60745,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,2,60745,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,60741,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,60740,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,2,60740,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,60736,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,60736,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,60737,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,60737,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,60623,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.64.39,ssh,1,43628,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.64.39,ssh,1,43628,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.64.14,ssh,1,33848,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.64.14,ssh,1,33848,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.64.14,ssh,1,51550,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.65.53,ssh,1,34714,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.65.53,ssh,1,34714,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.65.53,ssh,1,46318,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.64.10,ssh,1,46934,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.64.10,ssh,2,38758,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.64.12,ssh,1,58384,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.64.12,ssh,1,58384,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,208.113.167.204,222.51.64.12,ssh,1,44506,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,57777,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,139.199.170.238,222.51.17.151,ssh,62,39170,22,tcp,SSH User Authentication Brute Force Attempt(40015),China,United States,brute-force
THREAT,vulnerability,139.199.170.238,222.51.17.151,ssh,74,39046,22,tcp,SSH User Authentication Brute Force Attempt(40015),China,United States,brute-force
THREAT,vulnerability,139.199.170.238,222.51.17.151,ssh,66,39929,22,tcp,SSH User Authentication Brute Force Attempt(40015),China,United States,brute-force
THREAT,vulnerability,139.199.170.238,222.51.17.151,ssh,55,39132,22,tcp,SSH User Authentication Brute Force Attempt(40015),China,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,56908,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,56908,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,56902,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,56902,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,104.50.90.145,222.52.161.26,ssh,1,56893,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,111.200.23.2,222.51.64.20,ssh,1,3372,22,tcp,SSH User Authentication Brute Force Attempt(40015),China,United States,brute-force
THREAT,vulnerability,111.200.23.2,222.51.64.20,ssh,1,3372,22,tcp,SSH User Authentication Brute Force Attempt(40015),China,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,1,47164,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,2,56890,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,1,56284,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,2,45664,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,2,58528,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,6,43934,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,4,43934,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,2,59156,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,2,55216,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,2,45652,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,59156,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,2,51380,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,53616,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,3,57504,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,3,44004,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,2,55870,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,4,50228,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,5,40714,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,40714,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,4,48034,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,4,46926,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,2,48604,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,4,46396,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,6,46926,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,16,33970,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,4,44674,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,14,60600,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,2,45312,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,8,60686,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,8,60600,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,47588,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,5,43598,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,39768,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,5,42008,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,2,59202,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,38696,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,5,59202,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,44324,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,3,42646,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,5,57374,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,4,37128,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,35458,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,8,33296,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,33834,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,7,50820,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,39358,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,4,33296,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,6,33782,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,11,49114,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,33782,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,11,47434,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,17,47426,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,50808,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,2,56456,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,58728,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,34424,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,47500,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,59340,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,45836,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,51574,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,52144,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,3,53816,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,52144,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,4,57630,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,50334,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,5,42508,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,49758,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,13,37510,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,50444,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,2,50444,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,11,37508,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,4,48772,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,52830,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,10,35818,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,4,46592,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.12,ssh,6,35818,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,4,47150,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,3,49462,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,35958,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,34272,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,6,39870,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.39,ssh,3,42114,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.65.53,ssh,5,46030,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.14,ssh,5,38386,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,5,38868,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.10,ssh,4,59224,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,4,37238,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
THREAT,vulnerability,45.35.0.252,222.51.64.20,ssh,3,37238,22,tcp,SSH User Authentication Brute Force Attempt(40015),United States,United States,brute-force
